temporada,equipo,squad_size,avg_age,foreigners,pct_foreigners,squad_value,stadium_capacity,avg_attendance,stadium_occupation
2022,Independiente Rivadavia,28,26.2,2,0.08,15.2,24000,18000,0.75
2022,Central Córdoba,28,26.7,1,0.06,14.4,30000,20000,0.67
2022,Barracas Central,28,27.4,1,0.04,13.6,4400,3500,0.8
2022,Sarmiento,28,27.8,1,0.04,12.8,22000,14000,0.64
2022,Deportivo Riestra,28,28.1,0,0.03,9.6,3000,2500,0.83
2023,River Plate,28,27.2,5,0.18,93.5,84567,84000,0.99
2023,Boca Juniors,28,26.8,4,0.16,64.17,54000,52000,0.96
2023,Racing Club,28,26.5,3,0.14,52.7,51000,42000,0.82
2023,Talleres de Córdoba,28,24.8,4,0.15,46.75,57000,45000,0.79
2023,Vélez Sarsfield,28,24.2,2,0.1,40.8,49540,32000,0.65
2023,Independiente,28,25.4,3,0.12,38.25,48069,38000,0.79
2023,Estudiantes de La Plata,28,27.5,3,0.11,35.7,32530,30000,0.92
2023,San Lorenzo,28,25.8,3,0.13,34.0,47964,36000,0.75
2023,Rosario Central,28,26.1,2,0.08,32.3,46955,42000,0.89
2023,Lanús,28,26.4,2,0.09,30.6,47021,28000,0.6
2023,Godoy Cruz,28,24.5,3,0.14,29.75,42000,25000,0.6
2023,Argentinos Juniors,28,25.1,1,0.07,28.9,26000,22000,0.85
2023,Defensa y Justicia,28,24.9,2,0.1,28.05,20000,16000,0.8
2023,Newell's Old Boys,28,25.9,3,0.12,27.2,42000,35000,0.83
2023,Huracán,28,26.3,2,0.08,26.35,48314,30000,0.62
2023,Belgrano,28,26.0,2,0.09,25.5,35000,33000,0.94
2023,Tigre,28,26.2,1,0.06,22.1,26282,20000,0.76
2023,Banfield,28,25.5,1,0.07,21.25,34901,21000,0.6
2023,Gimnasia La Plata,28,25.7,2,0.08,20.4,21500,19000,0.88
2023,Platense,28,26.4,1,0.05,18.7,34530,18000,0.52
2023,Unión de Santa Fe,28,25.3,1,0.06,18.7,26000,22000,0.85
2023,Atlético Tucumán,28,27.1,1,0.05,17.85,35200,28000,0.8
2023,Instituto,28,26.0,1,0.05,17.0,26000,23000,0.88
2023,Independiente Rivadavia,28,26.2,2,0.08,16.15,24000,18000,0.75
2023,Central Córdoba,28,26.7,1,0.06,15.3,30000,20000,0.67
2023,Barracas Central,28,27.4,1,0.04,14.45,4400,3500,0.8
2023,Sarmiento,28,27.8,1,0.04,13.6,22000,14000,0.64
2023,Deportivo Riestra,28,28.1,0,0.03,10.2,3000,2500,0.83
2024,River Plate,28,27.2,5,0.18,99.0,84567,84000,0.99
2024,Boca Juniors,28,26.8,4,0.16,67.95,54000,52000,0.96
2024,Racing Club,28,26.5,3,0.14,55.8,51000,42000,0.82
2024,Talleres de Córdoba,28,24.8,4,0.15,49.5,57000,45000,0.79
2024,Vélez Sarsfield,28,24.2,2,0.1,43.2,49540,32000,0.65
2024,Independiente,28,25.4,3,0.12,40.5,48069,38000,0.79
2024,Estudiantes de La Plata,28,27.5,3,0.11,37.8,32530,30000,0.92
2024,San Lorenzo,28,25.8,3,0.13,36.0,47964,36000,0.75
2024,Rosario Central,28,26.1,2,0.08,34.2,46955,42000,0.89
2024,Lanús,28,26.4,2,0.09,32.4,47021,28000,0.6
2024,Godoy Cruz,28,24.5,3,0.14,31.5,42000,25000,0.6
2024,Argentinos Juniors,28,25.1,1,0.07,30.6,26000,22000,0.85
2024,Defensa y Justicia,28,24.9,2,0.1,29.7,20000,16000,0.8
2024,Newell's Old Boys,28,25.9,3,0.12,28.8,42000,35000,0.83
2024,Huracán,28,26.3,2,0.08,27.9,48314,30000,0.62
2024,Belgrano,28,26.0,2,0.09,27.0,35000,33000,0.94
2024,Tigre,28,26.2,1,0.06,23.4,26282,20000,0.76
2024,Banfield,28,25.5,1,0.07,22.5,34901,21000,0.6
2024,Gimnasia La Plata,28,25.7,2,0.08,21.6,21500,19000,0.88
2024,Platense,28,26.4,1,0.05,19.8,34530,18000,0.52
2024,Unión de Santa Fe,28,25.3,1,0.06,19.8,26000,22000,0.85
2024,Atlético Tucumán,28,27.1,1,0.05,18.9,35200,28000,0.8
2024,Instituto,28,26.0,1,0.05,18.0,26000,23000,0.88
2024,Independiente Rivadavia,28,26.2,2,0.08,17.1,24000,18000,0.75
2024,Central Córdoba,28,26.7,1,0.06,16.2,30000,20000,0.67
2024,Barracas Central,28,27.4,1,0.04,15.3,4400,3500,0.8
2024,Sarmiento,28,27.8,1,0.04,14.4,22000,14000,0.64
2024,Deportivo Riestra,28,28.1,0,0.03,10.8,3000,2500,0.83
2025,River Plate,28,27.2,5,0.18,104.5,84567,84000,0.99
2025,Boca Juniors,28,26.8,4,0.16,71.72,54000,52000,0.96
2025,Racing Club,28,26.5,3,0.14,58.9,51000,42000,0.82
2025,Talleres de Córdoba,28,24.8,4,0.15,52.25,57000,45000,0.79
2025,Vélez Sarsfield,28,24.2,2,0.1,45.6,49540,32000,0.65
2025,Independiente,28,25.4,3,0.12,42.75,48069,38000,0.79
2025,Estudiantes de La Plata,28,27.5,3,0.11,39.9,32530,30000,0.92
2025,San Lorenzo,28,25.8,3,0.13,38.0,47964,36000,0.75
2025,Rosario Central,28,26.1,2,0.08,36.1,46955,42000,0.89
2025,Lanús,28,26.4,2,0.09,34.2,47021,28000,0.6
2025,Godoy Cruz,28,24.5,3,0.14,33.25,42000,25000,0.6
2025,Argentinos Juniors,28,25.1,1,0.07,32.3,26000,22000,0.85
2025,Defensa y Justicia,28,24.9,2,0.1,31.35,20000,16000,0.8
2025,Newell's Old Boys,28,25.9,3,0.12,30.4,42000,35000,0.83
2025,Huracán,28,26.3,2,0.08,29.45,48314,30000,0.62
2025,Belgrano,28,26.0,2,0.09,28.5,35000,33000,0.94
2025,Tigre,28,26.2,1,0.06,24.7,26282,20000,0.76
2025,Banfield,28,25.5,1,0.07,23.75,34901,21000,0.6
2025,Gimnasia La Plata,28,25.7,2,0.08,22.8,21500,19000,0.88
2025,Platense,28,26.4,1,0.05,20.9,34530,18000,0.52
2025,Unión de Santa Fe,28,25.3,1,0.06,20.9,26000,22000,0.85
2025,Atlético Tucumán,28,27.1,1,0.05,19.95,35200,28000,0.8
2025,Instituto,28,26.0,1,0.05,19.0,26000,23000,0.88
2025,Independiente Rivadavia,28,26.2,2,0.08,18.05,24000,18000,0.75
2025,Central Córdoba,28,26.7,1,0.06,17.1,30000,20000,0.67
2025,Barracas Central,28,27.4,1,0.04,16.15,4400,3500,0.8
2025,Sarmiento,28,27.8,1,0.04,15.2,22000,14000,0.64
2025,Deportivo Riestra,28,28.1,0,0.03,11.4,3000,2500,0.83
2026,River Plate,28,27.2,5,0.18,110.0,84567,84000,0.99
2026,Boca Juniors,28,26.8,4,0.16,75.5,54000,52000,0.96
2026,Racing Club,28,26.5,3,0.14,62.0,51000,42000,0.82
2026,Talleres de Córdoba,28,24.8,4,0.15,55.0,57000,45000,0.79
2026,Vélez Sarsfield,28,24.2,2,0.1,48.0,49540,32000,0.65
2026,Independiente,28,25.4,3,0.12,45.0,48069,38000,0.79
2026,Estudiantes de La Plata,28,27.5,3,0.11,42.0,32530,30000,0.92
2026,San Lorenzo,28,25.8,3,0.13,40.0,47964,36000,0.75
2026,Rosario Central,28,26.1,2,0.08,38.0,46955,42000,0.89
2026,Lanús,28,26.4,2,0.09,36.0,47021,28000,0.6
2026,Godoy Cruz,28,24.5,3,0.14,35.0,42000,25000,0.6
2026,Argentinos Juniors,28,25.1,1,0.07,34.0,26000,22000,0.85
2026,Defensa y Justicia,28,24.9,2,0.1,33.0,20000,16000,0.8
2026,Newell's Old Boys,28,25.9,3,0.12,32.0,42000,35000,0.83
2026,Huracán,28,26.3,2,0.08,31.0,48314,30000,0.62
2026,Belgrano,28,26.0,2,0.09,30.0,35000,33000,0.94
2026,Tigre,28,26.2,1,0.06,26.0,26282,20000,0.76
2026,Banfield,28,25.5,1,0.07,25.0,34901,21000,0.6
2026,Gimnasia La Plata,28,25.7,2,0.08,24.0,21500,19000,0.88
2026,Platense,28,26.4,1,0.05,22.0,34530,18000,0.52
2026,Unión de Santa Fe,28,25.3,1,0.06,22.0,26000,22000,0.85
2026,Atlético Tucumán,28,27.1,1,0.05,21.0,35200,28000,0.8
2026,Instituto,28,26.0,1,0.05,20.0,26000,23000,0.88
2026,Independiente Rivadavia,28,26.2,2,0.08,19.0,24000,18000,0.75
2026,Central Córdoba,28,26.7,1,0.06,18.0,30000,20000,0.67
2026,Barracas Central,28,27.4,1,0.04,17.0,4400,3500,0.8
2026,Sarmiento,28,27.8,1,0.04,16.0,22000,14000,0.64
2026,Deportivo Riestra,28,28.1,0,0.03,12.0,3000,2500,0.83
