temporada,equipo,squad_value
2022,Genclerbirligi,10.3
2022,Corum FK,8.6
2022,Amed SFK,8.6
2022,Erzurum BB,8.6
2022,Altay Izmir,6.9
2022,Yeni Malatyaspor,5.2
2022,Denizlispor,5.2
2023,Galatasaray,250.6
2023,Fenerbahce,232.7
2023,Besiktas,125.3
2023,Trabzonspor,85.0
2023,Istanbul Basaksehir,49.2
2023,Samsunspor,35.8
2023,Eyupspor,34.0
2023,Kasimpasa,31.3
2023,Alanyaspor,28.6
2023,Goztepe,28.6
2023,Caykur Rizespor,26.9
2023,Antalyaspor,25.1
2023,Gaziantep FK,23.3
2023,Konyaspor,23.3
2023,Kayserispor,22.4
2023,Sivasspor,21.5
2023,Bodrum FK,19.7
2023,Adana Demirspor,17.9
2023,Hatayspor,16.1
2023,Fatih Karagümrük,16.1
2023,Ankaragucu,14.3
2023,Pendikspor,13.4
2023,Istanbulspor,12.5
2023,Giresunspor,10.7
2023,Umraniyespor,10.7
2023,Kocaelispor,12.5
2023,Genclerbirligi,10.7
2023,Corum FK,8.9
2023,Amed SFK,8.9
2023,Erzurum BB,8.9
2023,Altay Izmir,7.2
2023,Yeni Malatyaspor,5.4
2023,Denizlispor,5.4
2024,Galatasaray,260.4
2024,Fenerbahce,241.8
2024,Besiktas,130.2
2024,Trabzonspor,88.3
2024,Istanbul Basaksehir,51.1
2024,Samsunspor,37.2
2024,Eyupspor,35.3
2024,Kasimpasa,32.5
2024,Alanyaspor,29.8
2024,Goztepe,29.8
2024,Caykur Rizespor,27.9
2024,Antalyaspor,26.0
2024,Gaziantep FK,24.2
2024,Konyaspor,24.2
2024,Kayserispor,23.2
2024,Sivasspor,22.3
2024,Bodrum FK,20.5
2024,Adana Demirspor,18.6
2024,Hatayspor,16.7
2024,Fatih Karagümrük,16.7
2024,Ankaragucu,14.9
2024,Pendikspor,13.9
2024,Istanbulspor,13.0
2024,Giresunspor,11.2
2024,Umraniyespor,11.2
2024,Kocaelispor,13.0
2024,Genclerbirligi,11.2
2024,Corum FK,9.3
2024,Amed SFK,9.3
2024,Erzurum BB,9.3
2024,Altay Izmir,7.4
2024,Yeni Malatyaspor,5.6
2024,Denizlispor,5.6
2025,Galatasaray,270.2
2025,Fenerbahce,250.9
2025,Besiktas,135.1
2025,Trabzonspor,91.7
2025,Istanbul Basaksehir,53.1
2025,Samsunspor,38.6
2025,Eyupspor,36.7
2025,Kasimpasa,33.8
2025,Alanyaspor,30.9
2025,Goztepe,30.9
2025,Caykur Rizespor,28.9
2025,Antalyaspor,27.0
2025,Gaziantep FK,25.1
2025,Konyaspor,25.1
2025,Kayserispor,24.1
2025,Sivasspor,23.2
2025,Bodrum FK,21.2
2025,Adana Demirspor,19.3
2025,Hatayspor,17.4
2025,Fatih Karagümrük,17.4
2025,Ankaragucu,15.4
2025,Pendikspor,14.5
2025,Istanbulspor,13.5
2025,Giresunspor,11.6
2025,Umraniyespor,11.6
2025,Kocaelispor,13.5
2025,Genclerbirligi,11.6
2025,Corum FK,9.7
2025,Amed SFK,9.7
2025,Erzurum BB,9.7
2025,Altay Izmir,7.7
2025,Yeni Malatyaspor,5.8
2025,Denizlispor,5.8
2026,Galatasaray,280.0
2026,Fenerbahce,260.0
2026,Besiktas,140.0
2026,Trabzonspor,95.0
2026,Istanbul Basaksehir,55.0
2026,Samsunspor,40.0
2026,Eyupspor,38.0
2026,Kasimpasa,35.0
2026,Alanyaspor,32.0
2026,Goztepe,32.0
2026,Caykur Rizespor,30.0
2026,Antalyaspor,28.0
2026,Gaziantep FK,26.0
2026,Konyaspor,26.0
2026,Kayserispor,25.0
2026,Sivasspor,24.0
2026,Bodrum FK,22.0
2026,Adana Demirspor,20.0
2026,Hatayspor,18.0
2026,Fatih Karagümrük,18.0
2026,Ankaragucu,16.0
2026,Pendikspor,15.0
2026,Istanbulspor,14.0
2026,Giresunspor,12.0
2026,Umraniyespor,12.0
2026,Kocaelispor,14.0
2026,Genclerbirligi,12.0
2026,Corum FK,10.0
2026,Amed SFK,10.0
2026,Erzurum BB,10.0
2026,Altay Izmir,8.0
2026,Yeni Malatyaspor,6.0
2026,Denizlispor,6.0
