temporada,equipo,squad_size,avg_age,foreigners,pct_foreigners,squad_value,stadium_capacity,avg_attendance,stadium_occupation
2024,Dender,28,26.2,11,0.39,16.7,6429,5000,0.7777
2024,Beerschot,28,25.5,13,0.46,13.9,12771,7500,0.5873
2024,Eupen,28,25.0,18,0.64,13.0,8363,4000,0.4783
2024,RWDM,28,25.2,17,0.61,13.0,12266,6500,0.5299
2024,Zulte-Waregem,28,26.0,12,0.43,11.2,12250,8000,0.6531
2024,KV Oostende,28,25.6,13,0.46,9.3,8400,4500,0.5357
2024,Seraing,28,24.8,15,0.54,7.4,8207,2500,0.3046
2024,Waasland-Beveren,28,25.5,13,0.46,7.4,8100,3500,0.4321
2024,Lommel SK,28,24.0,15,0.54,7.4,8000,2500,0.3125
2024,Mouscron,28,25.5,14,0.5,5.6,10800,3500,0.3241
2024,RAAL La Louvière,28,25.0,10,0.36,5.6,12500,3000,0.24
2025,Club Brugge,28,24.8,18,0.64,135.1,29062,24000,0.8258
2025,Anderlecht,28,24.6,16,0.57,106.1,22500,20500,0.9111
2025,Genk,28,24.2,17,0.61,96.5,23718,19000,0.8011
2025,Union Saint-Gilloise,28,25.4,20,0.71,86.8,9400,8500,0.9043
2025,Gent,28,25.2,16,0.57,82.0,20000,17500,0.875
2025,Antwerp,28,25.8,15,0.54,72.4,16144,14500,0.8982
2025,Cercle Brugge,28,23.9,17,0.61,53.1,29062,6500,0.2237
2025,Standard Liège,28,25.5,15,0.54,48.2,30023,21000,0.6995
2025,KV Mechelen,28,25.6,13,0.46,38.6,16672,13500,0.8097
2025,KVC Westerlo,28,24.5,16,0.57,36.7,8035,6500,0.809
2025,Sint-Truiden,28,25.2,15,0.54,33.8,14600,7500,0.5137
2025,Charleroi,28,25.9,17,0.61,33.8,15000,9000,0.6
2025,OH Leuven,28,25.4,15,0.54,30.9,10020,7200,0.7186
2025,KV Kortrijk,28,25.8,14,0.5,21.2,9399,7000,0.7448
2025,Dender,28,26.2,11,0.39,17.4,6429,5000,0.7777
2025,Beerschot,28,25.5,13,0.46,14.5,12771,7500,0.5873
2025,Eupen,28,25.0,18,0.64,13.5,8363,4000,0.4783
2025,RWDM,28,25.2,17,0.61,13.5,12266,6500,0.5299
2025,Zulte-Waregem,28,26.0,12,0.43,11.6,12250,8000,0.6531
2025,KV Oostende,28,25.6,13,0.46,9.7,8400,4500,0.5357
2025,Seraing,28,24.8,15,0.54,7.7,8207,2500,0.3046
2025,Waasland-Beveren,28,25.5,13,0.46,7.7,8100,3500,0.4321
2025,Lommel SK,28,24.0,15,0.54,7.7,8000,2500,0.3125
2025,Mouscron,28,25.5,14,0.5,5.8,10800,3500,0.3241
2025,RAAL La Louvière,28,25.0,10,0.36,5.8,12500,3000,0.24
2026,Club Brugge,28,24.8,18,0.64,140.0,29062,24000,0.8258
2026,Anderlecht,28,24.6,16,0.57,110.0,22500,20500,0.9111
2026,Genk,28,24.2,17,0.61,100.0,23718,19000,0.8011
2026,Union Saint-Gilloise,28,25.4,20,0.71,90.0,9400,8500,0.9043
2026,Gent,28,25.2,16,0.57,85.0,20000,17500,0.875
2026,Antwerp,28,25.8,15,0.54,75.0,16144,14500,0.8982
2026,Cercle Brugge,28,23.9,17,0.61,55.0,29062,6500,0.2237
2026,Standard Liège,28,25.5,15,0.54,50.0,30023,21000,0.6995
2026,KV Mechelen,28,25.6,13,0.46,40.0,16672,13500,0.8097
2026,KVC Westerlo,28,24.5,16,0.57,38.0,8035,6500,0.809
2026,Sint-Truiden,28,25.2,15,0.54,35.0,14600,7500,0.5137
2026,Charleroi,28,25.9,17,0.61,35.0,15000,9000,0.6
2026,OH Leuven,28,25.4,15,0.54,32.0,10020,7200,0.7186
2026,KV Kortrijk,28,25.8,14,0.5,22.0,9399,7000,0.7448
2026,Dender,28,26.2,11,0.39,18.0,6429,5000,0.7777
2026,Beerschot,28,25.5,13,0.46,15.0,12771,7500,0.5873
2026,Eupen,28,25.0,18,0.64,14.0,8363,4000,0.4783
2026,RWDM,28,25.2,17,0.61,14.0,12266,6500,0.5299
2026,Zulte-Waregem,28,26.0,12,0.43,12.0,12250,8000,0.6531
2026,KV Oostende,28,25.6,13,0.46,10.0,8400,4500,0.5357
2026,Seraing,28,24.8,15,0.54,8.0,8207,2500,0.3046
2026,Waasland-Beveren,28,25.5,13,0.46,8.0,8100,3500,0.4321
2026,Lommel SK,28,24.0,15,0.54,8.0,8000,2500,0.3125
2026,Mouscron,28,25.5,14,0.5,6.0,10800,3500,0.3241
2026,RAAL La Louvière,28,25.0,10,0.36,6.0,12500,3000,0.24
