temporada,equipo,squad_value
2024,IK Sirius,11.2
2024,GAIS,10.2
2024,Brommapojkarna,9.3
2024,Kalmar FF,9.3
2024,Halmstads BK,8.4
2024,IFK Varnamo,7.4
2024,Vasteras SK,7.4
2024,Degerfors IF,6.5
2024,Helsingborgs IF,6.5
2024,Varbergs BoIS,5.6
2024,Orebro SK,5.6
2024,Osters IF,5.6
2024,GIF Sundsvall,5.0
2024,Ostersunds FK,5.0
2024,Orgryte IS,5.0
2025,Malmo FF,43.4
2025,Djurgarden,27.0
2025,Hammarby,25.1
2025,AIK,23.2
2025,BK Hacken,21.2
2025,IF Elfsborg,19.3
2025,IFK Goteborg,17.4
2025,IFK Norrkoping,13.5
2025,Mjallby AIF,11.6
2025,IK Sirius,11.6
2025,GAIS,10.6
2025,Brommapojkarna,9.7
2025,Kalmar FF,9.7
2025,Halmstads BK,8.7
2025,IFK Varnamo,7.7
2025,Vasteras SK,7.7
2025,Degerfors IF,6.8
2025,Helsingborgs IF,6.8
2025,Varbergs BoIS,5.8
2025,Orebro SK,5.8
2025,Osters IF,5.8
2025,GIF Sundsvall,5.0
2025,Ostersunds FK,5.0
2025,Orgryte IS,5.0
2026,Malmo FF,45.0
2026,Djurgarden,28.0
2026,Hammarby,26.0
2026,AIK,24.0
2026,BK Hacken,22.0
2026,IF Elfsborg,20.0
2026,IFK Goteborg,18.0
2026,IFK Norrkoping,14.0
2026,Mjallby AIF,12.0
2026,IK Sirius,12.0
2026,GAIS,11.0
2026,Brommapojkarna,10.0
2026,Kalmar FF,10.0
2026,Halmstads BK,9.0
2026,IFK Varnamo,8.0
2026,Vasteras SK,8.0
2026,Degerfors IF,7.0
2026,Helsingborgs IF,7.0
2026,Varbergs BoIS,6.0
2026,Orebro SK,6.0
2026,Osters IF,6.0
2026,GIF Sundsvall,5.0
2026,Ostersunds FK,5.0
2026,Orgryte IS,5.0
2027,Malmo FF,46.6
2027,Djurgarden,29.0
2027,Hammarby,26.9
2027,AIK,24.8
2027,BK Hacken,22.8
2027,IF Elfsborg,20.7
2027,IFK Goteborg,18.6
2027,IFK Norrkoping,14.5
2027,Mjallby AIF,12.4
2027,IK Sirius,12.4
2027,GAIS,11.4
2027,Brommapojkarna,10.3
2027,Kalmar FF,10.3
2027,Halmstads BK,9.3
2027,IFK Varnamo,8.3
2027,Vasteras SK,8.3
2027,Degerfors IF,7.2
2027,Helsingborgs IF,7.2
2027,Varbergs BoIS,6.2
2027,Orebro SK,6.2
2027,Osters IF,6.2
2027,GIF Sundsvall,5.2
2027,Ostersunds FK,5.2
2027,Orgryte IS,5.2
