temporada,equipo,squad_value
2021,Tottenham Hotspur,759.4
2021,Union Berlin,90.7
2021,Union Saint-Gilloise,74.2
2021,VfB Stuttgart,346.6
2021,VfL Wolfsburg,193.1
2021,Viking FK,18.1
2021,Viktoria Plzen,37.1
2021,Villarreal,267.5
2021,Young Boys,53.6
2021,Zenit St Petersburg,148.5
2022,AC Milan,533.2
2022,AEK Athens,68.8
2022,AS Monaco,292.4
2022,AS Roma,309.6
2022,Ajax,197.8
2022,Antwerp,64.5
2022,Arsenal,1152.4
2022,Aston Villa,450.6
2022,Atalanta,404.2
2022,Athletic Club,215.8
2022,Atletico Madrid,527.0
2022,Bayer Leverkusen,441.6
2022,Bayern Munich,928.8
2022,Benfica,309.6
2022,Besiktas,120.4
2022,Bodo/Glimt,38.7
2022,Bologna,266.6
2022,Borussia Dortmund,399.2
2022,Borussia Monchengladbach,117.0
2022,Braga,120.4
2022,Brest,103.2
2022,Celtic,120.4
2022,Chelsea,1178.2
2022,Club Brugge,120.4
2022,Como,129.0
2022,Crvena Zvezda,64.5
2022,Dinamo Zagreb,68.8
2022,Dynamo Kyiv,73.1
2022,Eintracht Frankfurt,291.4
2022,F.C. København,68.8
2022,FC Barcelona,1023.4
2022,Fenerbahce,223.6
2022,Feyenoord,249.4
2022,Galatasaray,240.8
2022,Girona,171.3
2022,Inter,602.0
2022,Juventus,524.6
2022,Kairat Almaty,12.9
2022,LASK Linz,30.1
2022,Lazio,223.6
2022,Lens,154.8
2022,Lille,215.0
2022,Liverpool,842.4
2022,Maccabi Haifa,25.8
2022,Malmo FF,38.7
2022,Manchester City,1290.0
2022,Manchester United,761.4
2022,Marseille,275.2
2022,Napoli,412.8
2022,Newcastle United,533.0
2022,Olympiacos,94.6
2022,PSG,817.0
2022,PSV,283.8
2022,Pafos,18.9
2022,Porto,292.4
2022,Qarabag,21.5
2022,RB Leipzig,520.1
2022,Rangers,94.6
2022,Real Betis,199.9
2022,Real Madrid,1178.2
2022,Real Sociedad,218.0
2022,Sabah FK,12.0
2022,Salzburg,146.2
2022,Sevilla,132.8
2022,Shakhtar Donetsk,137.6
2022,Sheriff,10.3
2022,Slavia Praga,81.7
2022,Slovan Bratislava,24.1
2022,Sparta Praga,77.4
2022,Sporting CP,352.6
2022,Sturm Graz,55.9
2022,Tottenham Hotspur,791.6
2022,Union Berlin,94.5
2022,Union Saint-Gilloise,77.4
2022,VfB Stuttgart,361.3
2022,VfL Wolfsburg,201.3
2022,Viking FK,18.9
2022,Viktoria Plzen,38.7
2022,Villarreal,278.8
2022,Young Boys,55.9
2022,Zenit St Petersburg,154.8
2023,AC Milan,554.9
2023,AEK Athens,71.6
2023,AS Monaco,304.3
2023,AS Roma,322.2
2023,Ajax,205.8
2023,Antwerp,67.1
2023,Arsenal,1199.3
2023,Aston Villa,469.0
2023,Atalanta,420.7
2023,Athletic Club,224.6
2023,Atletico Madrid,548.5
2023,Bayer Leverkusen,459.5
2023,Bayern Munich,966.6
2023,Benfica,322.2
2023,Besiktas,125.3
2023,Bodo/Glimt,40.3
2023,Bologna,277.4
2023,Borussia Dortmund,415.5
2023,Borussia Monchengladbach,121.7
2023,Braga,125.3
2023,Brest,107.4
2023,Celtic,125.3
2023,Chelsea,1226.2
2023,Club Brugge,125.3
2023,Como,134.2
2023,Crvena Zvezda,67.1
2023,Dinamo Zagreb,71.6
2023,Dynamo Kyiv,76.1
2023,Eintracht Frankfurt,303.3
2023,F.C. København,71.6
2023,FC Barcelona,1065.0
2023,Fenerbahce,232.7
2023,Feyenoord,259.6
2023,Galatasaray,250.6
2023,Girona,178.3
2023,Inter,626.5
2023,Juventus,546.0
2023,Kairat Almaty,13.4
2023,LASK Linz,31.3
2023,Lazio,232.7
2023,Lens,161.1
2023,Lille,223.8
2023,Liverpool,876.7
2023,Maccabi Haifa,26.9
2023,Malmo FF,40.3
2023,Manchester City,1342.5
2023,Manchester United,792.3
2023,Marseille,286.4
2023,Napoli,429.6
2023,Newcastle United,554.7
2023,Olympiacos,98.5
2023,PSG,850.2
2023,PSV,295.4
2023,Pafos,19.7
2023,Porto,304.3
2023,Qarabag,22.4
2023,RB Leipzig,541.3
2023,Rangers,98.5
2023,Real Betis,208.0
2023,Real Madrid,1226.2
2023,Real Sociedad,226.9
2023,Sabah FK,12.5
2023,Salzburg,152.2
2023,Sevilla,138.2
2023,Shakhtar Donetsk,143.2
2023,Sheriff,10.7
2023,Slavia Praga,85.0
2023,Slovan Bratislava,25.1
2023,Sparta Praga,80.5
2023,Sporting CP,366.9
2023,Sturm Graz,58.2
2023,Tottenham Hotspur,823.8
2023,Union Berlin,98.3
2023,Union Saint-Gilloise,80.5
2023,VfB Stuttgart,376.0
2023,VfL Wolfsburg,209.5
2023,Viking FK,19.7
2023,Viktoria Plzen,40.3
2023,Villarreal,290.2
2023,Young Boys,58.2
2023,Zenit St Petersburg,161.1
2024,AC Milan,576.6
2024,AEK Athens,74.4
2024,AS Monaco,316.2
2024,AS Roma,334.8
2024,Ajax,213.9
2024,Antwerp,69.8
2024,Arsenal,1246.2
2024,Aston Villa,487.3
2024,Atalanta,437.1
2024,Athletic Club,233.3
2024,Atletico Madrid,569.9
2024,Bayer Leverkusen,477.5
2024,Bayern Munich,1004.4
2024,Benfica,334.8
2024,Besiktas,130.2
2024,Bodo/Glimt,41.8
2024,Bologna,288.3
2024,Borussia Dortmund,431.7
2024,Borussia Monchengladbach,126.5
2024,Braga,130.2
2024,Brest,111.6
2024,Celtic,130.2
2024,Chelsea,1274.1
2024,Club Brugge,130.2
2024,Como,139.5
2024,Crvena Zvezda,69.8
2024,Dinamo Zagreb,74.4
2024,Dynamo Kyiv,79.0
2024,Eintracht Frankfurt,315.1
2024,F.C. København,74.4
2024,FC Barcelona,1106.7
2024,Fenerbahce,241.8
2024,Feyenoord,269.7
2024,Galatasaray,260.4
2024,Girona,185.3
2024,Inter,651.0
2024,Juventus,567.3
2024,Kairat Almaty,13.9
2024,LASK Linz,32.5
2024,Lazio,241.8
2024,Lens,167.4
2024,Lille,232.5
2024,Liverpool,910.9
2024,Maccabi Haifa,27.9
2024,Malmo FF,41.8
2024,Manchester City,1395.0
2024,Manchester United,823.3
2024,Marseille,297.6
2024,Napoli,446.4
2024,Newcastle United,576.4
2024,Olympiacos,102.3
2024,PSG,883.5
2024,PSV,306.9
2024,Pafos,20.5
2024,Porto,316.2
2024,Qarabag,23.2
2024,RB Leipzig,562.5
2024,Rangers,102.3
2024,Real Betis,216.1
2024,Real Madrid,1274.1
2024,Real Sociedad,235.8
2024,Sabah FK,13.0
2024,Salzburg,158.1
2024,Sevilla,143.6
2024,Shakhtar Donetsk,148.8
2024,Sheriff,11.2
2024,Slavia Praga,88.3
2024,Slovan Bratislava,26.0
2024,Sparta Praga,83.7
2024,Sporting CP,381.3
2024,Sturm Graz,60.4
2024,Tottenham Hotspur,856.1
2024,Union Berlin,102.2
2024,Union Saint-Gilloise,83.7
2024,VfB Stuttgart,390.7
2024,VfL Wolfsburg,217.7
2024,Viking FK,20.5
2024,Viktoria Plzen,41.8
2024,Villarreal,301.5
2024,Young Boys,60.4
2024,Zenit St Petersburg,167.4
2025,AC Milan,598.3
2025,AEK Athens,77.2
2025,AS Monaco,328.1
2025,AS Roma,347.4
2025,Ajax,221.9
2025,Antwerp,72.4
2025,Arsenal,1293.1
2025,Aston Villa,505.7
2025,Atalanta,453.6
2025,Athletic Club,242.1
2025,Atletico Madrid,591.4
2025,Bayer Leverkusen,495.5
2025,Bayern Munich,1042.2
2025,Benfica,347.4
2025,Besiktas,135.1
2025,Bodo/Glimt,43.4
2025,Bologna,299.1
2025,Borussia Dortmund,448.0
2025,Borussia Monchengladbach,131.2
2025,Braga,135.1
2025,Brest,115.8
2025,Celtic,135.1
2025,Chelsea,1322.0
2025,Club Brugge,135.1
2025,Como,144.8
2025,Crvena Zvezda,72.4
2025,Dinamo Zagreb,77.2
2025,Dynamo Kyiv,82.0
2025,Eintracht Frankfurt,327.0
2025,F.C. København,77.2
2025,FC Barcelona,1148.3
2025,Fenerbahce,250.9
2025,Feyenoord,279.8
2025,Galatasaray,270.2
2025,Girona,192.2
2025,Inter,675.5
2025,Juventus,588.6
2025,Kairat Almaty,14.5
2025,LASK Linz,33.8
2025,Lazio,250.9
2025,Lens,173.7
2025,Lille,241.2
2025,Liverpool,945.2
2025,Maccabi Haifa,28.9
2025,Malmo FF,43.4
2025,Manchester City,1447.5
2025,Manchester United,854.3
2025,Marseille,308.8
2025,Napoli,463.2
2025,Newcastle United,598.1
2025,Olympiacos,106.1
2025,PSG,916.8
2025,PSV,318.4
2025,Pafos,21.2
2025,Porto,328.1
2025,Qarabag,24.1
2025,RB Leipzig,583.6
2025,Rangers,106.1
2025,Real Betis,224.3
2025,Real Madrid,1322.0
2025,Real Sociedad,244.6
2025,Sabah FK,13.5
2025,Salzburg,164.0
2025,Sevilla,149.0
2025,Shakhtar Donetsk,154.4
2025,Sheriff,11.6
2025,Slavia Praga,91.7
2025,Slovan Bratislava,27.0
2025,Sparta Praga,86.8
2025,Sporting CP,395.6
2025,Sturm Graz,62.7
2025,Tottenham Hotspur,888.3
2025,Union Berlin,106.0
2025,Union Saint-Gilloise,86.8
2025,VfB Stuttgart,405.4
2025,VfL Wolfsburg,225.9
2025,Viking FK,21.2
2025,Viktoria Plzen,43.4
2025,Villarreal,312.9
2025,Young Boys,62.7
2025,Zenit St Petersburg,173.7
2026,AC Milan,620.0
2026,AEK Athens,80.0
2026,AS Monaco,340.0
2026,AS Roma,360.0
2026,Ajax,230.0
2026,Antwerp,75.0
2026,Arsenal,1340.0
2026,Aston Villa,524.0
2026,Atalanta,470.0
2026,Athletic Club,250.9
2026,Atletico Madrid,612.8
2026,Bayer Leverkusen,513.5
2026,Bayern Munich,1080.0
2026,Benfica,360.0
2026,Besiktas,140.0
2026,Bodo/Glimt,45.0
2026,Bologna,310.0
2026,Borussia Dortmund,464.2
2026,Borussia Monchengladbach,136.0
2026,Braga,140.0
2026,Brest,120.0
2026,Celtic,140.0
2026,Chelsea,1370.0
2026,Club Brugge,140.0
2026,Como,150.0
2026,Crvena Zvezda,75.0
2026,Dinamo Zagreb,80.0
2026,Dynamo Kyiv,85.0
2026,Eintracht Frankfurt,338.9
2026,F.C. København,80.0
2026,FC Barcelona,1190.0
2026,Fenerbahce,260.0
2026,Feyenoord,290.0
2026,Galatasaray,280.0
2026,Girona,199.2
2026,Inter,700.0
2026,Juventus,610.0
2026,Kairat Almaty,15.0
2026,LASK Linz,35.0
2026,Lazio,260.0
2026,Lens,180.0
2026,Lille,250.0
2026,Liverpool,979.5
2026,Maccabi Haifa,30.0
2026,Malmo FF,45.0
2026,Manchester City,1500.0
2026,Manchester United,885.3
2026,Marseille,320.0
2026,Napoli,480.0
2026,Newcastle United,619.8
2026,Olympiacos,110.0
2026,PSG,950.0
2026,PSV,330.0
2026,Pafos,22.0
2026,Porto,340.0
2026,Qarabag,25.0
2026,RB Leipzig,604.8
2026,Rangers,110.0
2026,Real Betis,232.4
2026,Real Madrid,1370.0
2026,Real Sociedad,253.5
2026,Sabah FK,14.0
2026,Salzburg,170.0
2026,Sevilla,154.4
2026,Shakhtar Donetsk,160.0
2026,Sheriff,12.0
2026,Slavia Praga,95.0
2026,Slovan Bratislava,28.0
2026,Sparta Praga,90.0
2026,Sporting CP,410.0
2026,Sturm Graz,65.0
2026,Tottenham Hotspur,920.5
2026,Union Berlin,109.9
2026,Union Saint-Gilloise,90.0
2026,VfB Stuttgart,420.1
2026,VfL Wolfsburg,234.1
2026,Viking FK,22.0
2026,Viktoria Plzen,45.0
2026,Villarreal,324.2
2026,Young Boys,65.0
2026,Zenit St Petersburg,180.0
2027,AC Milan,641.7
2027,AEK Athens,82.8
2027,AS Monaco,351.9
2027,AS Roma,372.6
2027,Ajax,238.0
2027,Antwerp,77.6
2027,Arsenal,1386.9
2027,Aston Villa,542.3
2027,Atalanta,486.4
2027,Athletic Club,259.7
2027,Atletico Madrid,634.2
2027,Bayer Leverkusen,531.4
2027,Bayern Munich,1117.8
2027,Benfica,372.6
2027,Besiktas,144.9
2027,Bodo/Glimt,46.6
2027,Bologna,320.8
2027,Borussia Dortmund,480.4
2027,Borussia Monchengladbach,140.8
2027,Braga,144.9
2027,Brest,124.2
2027,Celtic,144.9
2027,Chelsea,1417.9
2027,Club Brugge,144.9
2027,Como,155.2
2027,Crvena Zvezda,77.6
2027,Dinamo Zagreb,82.8
2027,Dynamo Kyiv,88.0
2027,Eintracht Frankfurt,350.7
2027,F.C. København,82.8
2027,FC Barcelona,1231.6
2027,Fenerbahce,269.1
2027,Feyenoord,300.1
2027,Galatasaray,289.8
2027,Girona,206.2
2027,Inter,724.5
2027,Juventus,631.3
2027,Kairat Almaty,15.5
2027,LASK Linz,36.2
2027,Lazio,269.1
2027,Lens,186.3
2027,Lille,258.8
2027,Liverpool,1013.8
2027,Maccabi Haifa,31.0
2027,Malmo FF,46.6
2027,Manchester City,1552.5
2027,Manchester United,916.3
2027,Marseille,331.2
2027,Napoli,496.8
2027,Newcastle United,641.5
2027,Olympiacos,113.8
2027,PSG,983.2
2027,PSV,341.5
2027,Pafos,22.8
2027,Porto,351.9
2027,Qarabag,25.9
2027,RB Leipzig,626.0
2027,Rangers,113.8
2027,Real Betis,240.5
2027,Real Madrid,1417.9
2027,Real Sociedad,262.4
2027,Sabah FK,14.5
2027,Salzburg,175.9
2027,Sevilla,159.8
2027,Shakhtar Donetsk,165.6
2027,Sheriff,12.4
2027,Slavia Praga,98.3
2027,Slovan Bratislava,29.0
2027,Sparta Praga,93.1
2027,Sporting CP,424.3
2027,Sturm Graz,67.3
2027,Tottenham Hotspur,952.7
2027,Union Berlin,113.7
2027,Union Saint-Gilloise,93.1
2027,VfB Stuttgart,434.9
2027,VfL Wolfsburg,242.3
2027,Viking FK,22.8
2027,Viktoria Plzen,46.6
2027,Villarreal,335.5
2027,Young Boys,67.3
2027,Zenit St Petersburg,186.3
